user_id,book_id,predicted_score,rank
U0274,B0014,0.7841,9
U0274,B0101,0.7841,10
U0381,B0212,3.052,1
U0381,B0239,2.3014,2
U0381,B0170,1.694,3
U0381,B0135,1.682,4
U0381,B0257,1.5735,5
U0381,B0038,1.5,6
U0381,B0064,1.3809,7
U0381,B0299,1.3327,8
U0381,B0011,1.3068,9
U0381,B0022,1.3068,10
U0232,B0191,3.3898,1
U0232,B0279,1.8971,2
U0232,B0289,1.635,3
U0232,B0059,1.6286,4
U0232,B0115,1.6286,5
U0232,B0188,1.6175,6
U0232,B0290,1.5762,7
U0232,B0200,1.5578,8
U0232,B0237,1.4194,9
U0232,B0275,1.3207,10
U0158,B0277,3.2675,1
U0158,B0220,3.084,2
U0158,B0262,2.4149,3
U0158,B0138,2.4107,4
U0158,B0135,2.1417,5
U0158,B0062,1.9705,6
U0158,B0011,1.8905,7
U0158,B0253,1.8689,8
U0158,B0209,1.8226,9
U0158,B0020,1.5935,10
U0190,B0091,2.1399,1
U0190,B0188,2.1399,2
U0190,B0158,2.056,3
U0190,B0087,1.979,4
U0190,B0058,1.7059,5
U0190,B0128,1.7059,6
U0190,B0242,1.7059,7
U0190,B0124,1.6467,8
U0190,B0149,1.6467,9
U0190,B0198,1.6467,10
U0467,B0027,2.8977,1
U0467,B0280,2.8977,2
U0467,B0253,2.8918,3
U0467,B0067,2.3593,4
U0467,B0019,2.2172,5
U0467,B0040,1.9661,6
U0467,B0201,1.7386,7
U0467,B0224,1.7386,8
U0467,B0103,1.7122,9
U0467,B0119,1.7122,10
U0245,B0246,2.3117,1
U0245,B0132,2.2466,2
U0245,B0298,2.2466,3
U0245,B0105,1.8077,4
U0245,B0197,1.6364,5
U0245,B0088,1.3479,6
U0245,B0285,1.3479,7
U0245,B0011,1.2669,8
U0245,B0180,1.1934,9
U0245,B0131,1.1292,10
U0365,B0031,6.2547,1
U0365,B0211,4.0727,2
U0365,B0172,3.6863,3
U0365,B0038,3.6309,4
U0365,B0154,2.7367,5
U0365,B0136,2.6902,6
U0365,B0076,2.1953,7
U0365,B0205,2.0966,8
U0365,B0282,2.0097,9
U0365,B0083,1.7961,10
U0398,B0118,3.6767,1
U0398,B0282,2.9111,2
U0398,B0238,2.3289,3
U0398,B0008,2.2979,4
U0398,B0020,2.2979,5
U0398,B0053,2.2979,6
U0398,B0096,2.2979,7
U0398,B0181,2.2979,8
U0398,B0203,2.2979,9
U0398,B0213,2.2979,10
U0171,B0060,3.0527,1
U0171,B0110,1.908,2
U0171,B0124,1.908,3
U0171,B0163,1.908,4
U0171,B0256,1.908,5
U0171,B0288,1.5623,6
U0171,B0097,1.489,7
U0171,B0260,1.4449,8
U0171,B0007,1.1448,9
U0171,B0081,1.1448,10
U0307,B0233,5.5568,1
U0307,B0038,2.6741,2
U0307,B0211,2.6177,3
U0307,B0282,2.2832,4
U0307,B0094,2.1271,5
U0307,B0238,1.9278,6
U0307,B0112,1.7671,7
U0307,B0183,1.6547,8
U0307,B0216,1.6547,9
U0307,B0244,1.6547,10
U0431,B0136,4.6899,1
U0431,B0276,3.9302,2
U0431,B0123,3.1747,3
U0431,B0054,3.1453,4
U0431,B0154,2.9654,5
U0431,B0165,2.6041,6
U0431,B0238,2.2728,7
U0431,B0211,2.2632,8
U0431,B0099,2.2111,9
U0431,B0106,1.9981,10
U0192,B0286,3.6031,1
U0192,B0236,2.9797,2
U0192,B0294,2.1926,3
U0192,B0178,1.3725,4
U0192,B0044,1.3156,5
U0192,B0088,1.3156,6
U0192,B0152,1.3156,7
U0192,B0156,1.3156,8
U0192,B0202,1.3156,9
U0192,B0219,1.3156,10
U0027,B0186,4.3764,1
U0027,B0145,4.0403,2
U0027,B0089,3.6869,3
U0027,B0161,3.662,4
U0027,B0077,3.6316,5
U0027,B0085,2.5802,6
U0027,B0156,2.1972,7
U0027,B0159,2.1972,8
U0027,B0168,2.1972,9
U0027,B0006,1.843,10
U0449,B0276,4.4373,1
U0449,B0031,2.5779,2
U0449,B0154,2.3317,3
U0449,B0136,2.2066,4
U0449,B0038,2.0962,5
U0449,B0282,2.0621,6
U0449,B0139,1.9949,7
U0449,B0099,1.979,8
U0449,B0030,1.8855,9
U0449,B0233,1.8351,10
U0255,B0064,4.3455,1
U0255,B0187,3.4201,2
U0255,B0169,3.1718,3
U0255,B0098,2.877,4
U0255,B0254,2.384,5
U0255,B0167,2.0342,6
U0255,B0135,1.649,7
U0255,B0220,1.5653,8
U0255,B0235,1.49,9
U0255,B0289,1.4404,10
U0295,B0290,1.8925,1
U0295,B0069,1.7073,2
U0295,B0276,1.6229,3
U0295,B0124,1.5806,4
U0295,B0117,0.9913,5
U0295,B0161,0.9485,6
U0295,B0263,0.9484,7
U0295,B0026,0.9484,8
U0295,B0164,0.9018,9
U0295,B0003,0.8299,10
U0159,B0191,3.5428,1
U0159,B0262,2.8695,2
U0159,B0289,2.7219,3
U0159,B0122,1.9045,4
U0159,B0090,1.852,5
U0159,B0064,1.826,6
U0159,B0101,1.8183,7
U0159,B0012,1.6735,8
U0159,B0112,1.5429,9
U0159,B0187,1.3975,10
U0243,B0246,3.091,1
U0243,B0011,2.4233,2
U0243,B0197,2.188,3
U0243,B0018,1.9891,4
U0243,B0131,1.5099,5
U0243,B0022,1.4724,6
U0243,B0299,1.388,7
U0243,B0056,1.3093,8
U0243,B0289,1.2605,9
U0243,B0252,1.2349,10
U0064,B0173,2.6959,1
U0064,B0252,2.5858,2
U0064,B0024,2.2466,3
U0064,B0140,2.2466,4
U0064,B0017,2.1802,5
U0064,B0059,1.7717,6
U0064,B0236,1.6839,7
U0064,B0010,1.3479,8
U0064,B0108,1.3479,9
U0064,B0289,1.2585,10
U0230,B0130,5.0695,1
U0230,B0044,3.0385,2
U0230,B0075,2.0967,3
U0230,B0115,1.8502,4
U0230,B0235,1.8464,5
U0230,B0237,1.7683,6
U0230,B0103,1.7248,7
U0230,B0179,1.6256,8
U0230,B0081,1.4999,9
U0230,B0298,1.4049,10
U0387,B0035,1.7812,1
U0387,B0058,1.7812,2
U0387,B0180,1.7812,3
U0387,B0194,1.7812,4
U0387,B0237,1.7812,5
U0387,B0251,1.7812,6
U0387,B0264,1.7586,7
U0387,B0059,1.7321,8
U0387,B0141,1.7321,9
U0387,B0060,1.4069,10
U0089,B0187,4.4933,1
U0089,B0042,3.9051,2
U0089,B0153,3.3685,3
U0089,B0130,3.1599,4
U0089,B0068,3.1206,5
U0089,B0229,2.4067,6
U0089,B0001,1.8273,7
U0089,B0064,1.8273,8
U0089,B0086,1.6325,9
U0089,B0180,1.4746,10
U0338,B0112,2.9988,1
U0338,B0191,2.6726,2
U0338,B0047,2.5725,3
U0338,B0022,2.399,4
U0338,B0064,2.399,5
U0338,B0122,2.2875,6
U0338,B0135,2.2875,7
U0338,B0289,2.2272,8
U0338,B0019,1.4994,9
U0338,B0062,1.3363,10
U0457,B0059,5.3863,1
U0457,B0044,4.4671,2
U0457,B0187,4.1138,3
U0457,B0237,4.1138,4
U0457,B0236,3.9273,5
U0457,B0252,3.4398,6
U0457,B0114,3.2586,7
U0457,B0065,3.1818,8
U0457,B0064,2.5818,9
U0457,B0112,1.9552,10
U0394,B0185,6.8608,1
U0394,B0172,2.8942,2
U0394,B0205,2.478,3
U0394,B0038,2.2191,4
U0394,B0136,2.0838,5
U0394,B0142,1.934,6
U0394,B0123,1.9136,7
U0394,B0211,1.8783,8
U0394,B0165,1.7568,9
U0394,B0086,1.4868,10
U0074,B0079,3.2221,1
U0074,B0193,2.5554,2
U0074,B0084,2.5248,3
U0074,B0210,1.5554,4
U0074,B0124,1.4302,5
U0074,B0241,1.0,6
U0074,B0196,0.9333,7
U0074,B0033,0.8581,8
U0074,B0035,0.8581,9
U0074,B0045,0.8581,10
U0107,B0116,1.9462,1
U0107,B0119,1.9462,2
U0107,B0126,1.9462,3
U0107,B0188,1.9462,4
U0107,B0071,1.7206,5
U0107,B0158,1.7206,6
U0107,B0008,1.1677,7
U0107,B0231,1.1677,8
U0107,B0264,1.1677,9
U0107,B0276,1.1677,10
U0471,B0281,2.8875,1
U0471,B0155,1.744,2
U0471,B0095,1.1146,3
U0471,B0278,1.1146,4
U0471,B0262,1.083,5
U0471,B0100,1.0464,6
U0471,B0213,1.0464,7
U0471,B0218,1.0464,8
U0471,B0014,0.991,9
U0471,B0016,0.991,10
U0272,B0079,4.259,1
U0272,B0210,2.5924,2
U0272,B0127,2.5554,3
U0272,B0084,1.6667,4
U0272,B0107,1.6641,5
U0272,B0067,1.5556,6
U0272,B0196,1.5554,7
U0272,B0024,1.3608,8
U0272,B0075,1.3608,9
U0272,B0008,1.3416,10
U0316,B0253,3.091,1
U0316,B0240,2.4831,2
U0316,B0134,2.2211,3
U0316,B0254,2.1343,4
U0316,B0138,1.7647,5
U0316,B0277,1.7145,6
U0316,B0135,1.3454,7
U0316,B0098,1.334,8
U0316,B0235,1.334,9
U0316,B0154,1.2698,10
U0194,B0237,3.5003,1
U0194,B0229,2.5384,2
U0194,B0187,2.3734,3
U0194,B0116,2.3378,4
U0194,B0085,2.2875,5
U0194,B0092,1.921,6
U0194,B0204,1.8099,7
U0194,B0057,1.523,8
U0194,B0090,1.358,9
U0194,B0010,1.2362,10
U0324,B0220,2.5725,1
U0324,B0262,2.5446,2
U0324,B0191,2.528,3
U0324,B0101,2.1205,4
U0324,B0289,1.838,5
U0324,B0138,1.5383,6
U0324,B0179,1.4552,7
U0324,B0167,1.4142,8
U0324,B0090,1.358,9
U0324,B0187,1.358,10
U0309,B0205,5.2419,1
U0309,B0109,3.5491,2
U0309,B0069,3.1736,3
U0309,B0077,3.1736,4
U0309,B0078,2.8241,5
U0309,B0166,1.7244,6
U0309,B0034,1.525,7
U0309,B0129,1.525,8
U0309,B0096,1.4897,9
U0309,B0117,1.4897,10
U0017,B0141,3.198,1
U0017,B0064,2.7802,2
U0017,B0254,2.7802,3
U0017,B0098,1.7376,4
U0017,B0253,1.7376,5
U0017,B0103,1.599,6
U0017,B0204,1.599,7
U0017,B0208,1.599,8
U0017,B0232,0.695,9
U0132,B0154,1.8974,1
U0132,B0038,1.5907,2
U0132,B0200,1.5809,3
U0132,B0224,1.4388,4
U0132,B0264,1.3332,5
U0132,B0183,1.2831,6
U0132,B0094,1.2389,7
U0132,B0018,1.2183,8
U0132,B0112,1.1367,9
U0132,B0048,1.1168,10
U0207,B0007,3.8913,1
U0207,B0228,3.4915,2
U0207,B0191,2.7805,3
U0207,B0291,2.582,4
U0207,B0285,2.4982,5
U0207,B0238,2.2966,6
U0207,B0289,2.2865,7
U0207,B0212,2.1822,8
U0207,B0201,1.9642,9
U0207,B0047,1.9588,10
U0167,B0018,2.4797,1
U0167,B0081,2.0095,2
U0167,B0019,1.863,3
U0167,B0281,1.6962,4
U0167,B0294,1.6962,5
U0167,B0179,1.5313,6
U0167,B0173,1.4878,7
U0167,B0082,1.4463,8
U0167,B0174,1.4463,9
U0167,B0024,1.3872,10
U0412,B0094,5.2843,1
U0412,B0076,3.3741,2
U0412,B0032,3.2561,3
U0412,B0185,3.2293,4
U0412,B0276,3.1444,5
U0412,B0106,2.9109,6
U0412,B0019,2.083,7
U0412,B0165,2.0669,8
U0412,B0073,1.8889,9
U0412,B0251,1.8889,10
U0422,B0124,2.1597,1
U0422,B0198,2.1597,2
U0422,B0218,2.1597,3
U0422,B0243,2.1597,4
U0422,B0268,1.9188,5
U0422,B0227,1.2958,6
U0422,B0202,1.2792,7
U0283,B0154,4.4,1
U0283,B0238,3.4895,2
U0283,B0132,2.9117,3
U0283,B0165,1.747,4
U0283,B0104,1.7412,5
U0283,B0276,1.5873,6
U0283,B0015,1.5022,7
U0283,B0089,1.5022,8
U0283,B0227,1.5022,9
U0283,B0134,1.3301,10
U0260,B0237,4.6489,1
U0260,B0126,2.4333,2
U0260,B0001,1.9826,3
U0260,B0064,1.9826,4
U0260,B0130,1.9826,5
U0260,B0187,1.9826,6
U0260,B0086,1.8974,7
U0260,B0211,1.8974,8
U0260,B0229,1.8974,9
U0260,B0242,1.8974,10
U0348,B0230,5.3384,1
U0348,B0186,4.1691,2
U0348,B0154,3.889,3
U0348,B0007,3.3543,4
U0348,B0238,3.3503,5
U0348,B0099,2.8742,6
U0348,B0069,2.607,7
U0348,B0004,2.5037,8
U0348,B0013,2.5037,9
U0348,B0074,2.5037,10
U0003,B0153,2.5384,1
U0003,B0086,1.9154,2
U0003,B0237,1.9154,3
U0003,B0068,1.8974,4
U0003,B0170,1.6733,5
U0003,B0140,1.543,6
U0003,B0057,1.523,7
U0003,B0092,1.523,8
U0003,B0116,1.523,9
U0003,B0075,1.0681,10
U0201,B0106,6.8438,1
U0201,B0169,5.5344,2
U0201,B0038,3.8339,3
U0201,B0019,2.2339,4
U0201,B0123,2.1865,5
U0201,B0168,1.8363,6
U0201,B0073,1.7568,7
U0201,B0251,1.7568,8
U0201,B0136,1.7333,9
U0201,B0292,1.6782,10
U0285,B0130,5.6653,1
U0285,B0112,4.9156,2
U0285,B0254,4.6637,3
U0285,B0187,4.3861,4
U0285,B0098,3.6548,5
U0285,B0134,2.9847,6
U0285,B0022,2.9268,7
U0285,B0235,2.9148,8
U0285,B0138,2.8044,9
U0285,B0237,2.7686,10
U0214,B0085,2.5802,1
U0214,B0017,1.9528,2
U0214,B0143,1.9528,3
U0214,B0070,1.9188,4
U0214,B0069,1.843,5
U0214,B0071,1.843,6
U0214,B0145,1.843,7
U0214,B0270,1.6641,8
U0214,B0194,1.2792,9
U0214,B0004,1.1058,10
U0136,B0130,7.2609,1
U0136,B0044,3.833,2
U0136,B0237,3.8127,3
U0136,B0187,3.6379,4
U0136,B0252,2.5,5
U0136,B0064,2.4586,6
U0136,B0236,2.1644,7
U0136,B0114,1.9426,8
U0136,B0166,1.7865,9
U0136,B0184,1.7865,10
U0133,B0191,3.0999,1
U0133,B0112,2.7896,2
U0133,B0047,2.3497,3
U0133,B0289,2.3391,4
U0133,B0253,2.0253,5
U0133,B0167,1.9794,6
U0133,B0022,1.8293,7
U0133,B0064,1.8293,8
U0133,B0062,1.1874,9
U0133,B0019,1.1433,10
U0440,B0186,2.4383,1
U0440,B0273,2.2226,2
U0440,B0288,2.0345,3
U0440,B0080,1.6581,4
U0440,B0234,1.0969,5
U0440,B0017,0.9949,6
U0440,B0051,0.9949,7
U0440,B0029,0.9489,8
U0440,B0164,0.9408,9
U0440,B0298,0.9408,10
U0306,B0147,3.4021,1
U0306,B0169,2.3433,2
U0306,B0066,1.3608,3
U0306,B0281,1.1707,4
U0306,B0106,1.0815,5
U0306,B0027,0.9013,6
U0306,B0280,0.9013,7
U0306,B0155,0.8362,8
U0306,B0200,0.8362,9
U0306,B0224,0.5408,10
U0053,B0098,3.5261,1
U0053,B0203,2.5421,2
U0053,B0158,1.6044,3
U0053,B0253,1.6044,4
U0053,B0164,1.5813,5
U0053,B0095,1.3846,6
U0053,B0236,1.1937,7
U0053,B0116,1.1775,8
U0053,B0153,1.1108,9
U0053,B0229,1.1108,10
U0315,B0299,2.1597,1
U0315,B0259,1.891,2
U0315,B0027,1.719,3
U0315,B0016,1.3378,4
U0315,B0257,1.1363,5
U0315,B0269,1.0792,6
U0315,B0300,1.0792,7
U0315,B0264,1.0334,8
U0315,B0153,0.9398,9
U0315,B0179,0.8325,10
U0328,B0264,4.3998,1
U0328,B0124,2.1999,2
U0328,B0163,2.1999,3
U0328,B0256,2.1999,4
U0328,B0072,1.7574,5
U0328,B0020,1.4638,6
U0328,B0212,1.4638,7
U0328,B0079,1.4635,8
U0328,B0002,1.3946,9
U0328,B0007,1.3199,10
U0266,B0276,5.604,1
U0266,B0230,2.0404,2
U0266,B0139,1.9188,3
U0266,B0180,1.9188,4
U0266,B0185,1.9188,5
U0266,B0136,1.8151,6
U0266,B0038,1.7736,7
U0266,B0282,1.5949,8
U0266,B0154,1.326,9
U0266,B0019,1.1785,10
U0040,B0286,3.6031,1
U0040,B0236,2.9797,2
U0040,B0294,2.1926,3
U0040,B0178,1.3725,4
U0040,B0044,1.3156,5
U0040,B0088,1.3156,6
U0040,B0152,1.3156,7
U0040,B0156,1.3156,8
U0040,B0202,1.3156,9
U0040,B0219,1.3156,10
U0485,B0205,3.1235,1
U0485,B0085,2.6707,2
U0485,B0042,2.5265,3
U0485,B0288,2.3301,4
U0485,B0184,2.1054,5
U0485,B0236,2.1054,6
U0485,B0186,1.5617,7
U0485,B0044,1.2632,8
U0485,B0160,1.2632,9
U0485,B0058,1.1713,10
U0288,B0090,1.643,1
U0288,B0183,1.5912,2
U0288,B0217,1.587,3
U0288,B0269,1.3303,4
U0288,B0203,1.1049,5
U0288,B0210,1.0235,6
U0288,B0187,0.9801,7
U0288,B0162,0.9283,8
U0288,B0249,0.9283,9
U0288,B0055,0.878,10
U0468,B0169,2.1381,1
U0468,B0021,1.9462,2
U0468,B0116,1.9462,3
U0468,B0126,1.9462,4
U0468,B0188,1.9462,5
U0468,B0260,1.5803,6
U0468,B0008,1.1677,7
U0468,B0231,1.1677,8
U0468,B0264,1.1677,9
U0468,B0276,1.1677,10
U0253,B0277,3.11,1
U0253,B0197,2.4675,2
U0253,B0167,2.0934,3
U0253,B0173,1.8965,4
U0253,B0164,1.8464,5
U0253,B0136,1.8012,6
U0253,B0154,1.7466,7
U0253,B0087,1.6548,8
U0253,B0032,1.6429,9
U0253,B0206,1.5453,10
U0388,B0043,3.7984,1
U0388,B0234,2.2064,2
U0388,B0069,2.1972,3
U0388,B0156,1.713,4
U0388,B0162,1.6343,5
U0388,B0278,1.6343,6
U0388,B0236,1.3245,7
U0388,B0216,1.2258,8
U0388,B0161,1.2207,9
U0388,B0115,0.9806,10
U0385,B0200,3.405,1
U0385,B0209,2.7758,2
U0385,B0217,2.7694,3
U0385,B0262,2.5446,4
U0385,B0097,2.2875,5
U0385,B0194,2.1724,6
U0385,B0047,2.1205,7
U0385,B0290,1.4108,8
U0385,B0034,1.3725,9
U0385,B0052,1.3725,10
U0382,B0136,7.322,1
U0382,B0009,5.4388,2
U0382,B0123,3.7996,3
U0382,B0031,3.6132,4
U0382,B0038,3.2355,5
U0382,B0266,2.8868,6
U0382,B0239,2.8868,7
U0382,B0054,2.8456,8
U0382,B0037,2.5725,9
U0382,B0169,2.4608,10
U0056,B0281,3.5815,1
U0056,B0101,3.405,2
U0056,B0055,3.2974,3
U0056,B0155,2.0906,4
U0056,B0053,2.043,5
U0056,B0194,2.043,6
U0056,B0217,2.043,7
U0056,B0270,2.043,8
U0056,B0095,1.6366,9
U0056,B0278,1.6366,10
U0104,B0085,4.2308,1
U0104,B0069,3.7513,2
U0104,B0104,2.3778,3
U0104,B0041,2.2981,4
U0104,B0033,2.1189,5
U0104,B0098,2.1189,6
U0104,B0051,1.7915,7
U0104,B0006,1.7112,8
U0104,B0071,1.7112,9
U0104,B0004,1.5311,10
U0345,B0112,2.4686,1
U0345,B0064,1.9749,2
U0345,B0285,1.3872,3
U0345,B0042,1.2945,4
U0345,B0248,1.2907,5
U0345,B0019,1.2343,6
U0345,B0220,1.2343,7
U0345,B0126,0.968,8
U0345,B0011,0.9508,9
U0345,B0131,0.9508,10
U0493,B0030,2.7121,1
U0493,B0084,2.2266,2
U0493,B0171,1.9804,3
U0493,B0124,1.8722,4
U0493,B0129,1.7241,5
U0493,B0058,1.6538,6
U0493,B0180,1.6538,7
U0493,B0194,1.6538,8
U0493,B0237,1.6538,9
U0493,B0251,1.6538,10
U0396,B0240,2.3787,1
U0396,B0220,2.2875,2
U0396,B0167,2.2053,3
U0396,B0040,1.9188,4
U0396,B0277,1.7693,5
U0396,B0122,1.3725,6
U0396,B0011,1.327,7
U0396,B0087,1.1058,8
U0396,B0250,1.1058,9
U0396,B0056,1.0995,10
U0048,B0268,3.2547,1
U0048,B0281,2.9268,2
U0048,B0213,2.596,3
U0048,B0200,2.0906,4
U0048,B0183,2.0045,5
U0048,B0063,1.9528,6
U0048,B0192,1.857,7
U0048,B0008,1.3416,8
U0048,B0193,1.3416,9
U0048,B0283,1.3416,10
U0081,B0169,1.8605,1
U0081,B0068,1.6222,2
U0081,B0031,1.1163,3
U0081,B0076,1.1163,4
U0081,B0123,1.1163,5
U0081,B0126,0.9733,6
U0081,B0086,0.9667,7
U0081,B0192,0.9667,8
U0081,B0237,0.9667,9
U0081,B0094,0.7442,10
U0119,B0064,4.9853,1
U0119,B0237,3.5763,2
U0119,B0130,3.3445,3
U0119,B0042,2.9131,4
U0119,B0169,2.6155,5
U0119,B0098,2.3724,6
U0119,B0065,2.2887,7
U0119,B0254,1.9659,8
U0119,B0122,1.819,9
U0119,B0153,1.6782,10
U0011,B0031,7.804,1
U0011,B0094,7.3735,2
U0011,B0136,5.18,3
U0011,B0032,4.9746,4
U0011,B0276,3.1533,5
U0011,B0185,3.12,6
U0011,B0106,3.0957,7
U0011,B0019,2.9675,8
U0011,B0076,2.9006,9
U0011,B0073,2.7972,10
U0325,B0190,4.9865,1
U0325,B0186,4.0118,2
U0325,B0134,3.3645,3
U0325,B0254,2.7362,4
U0325,B0069,2.5086,5
U0325,B0212,2.4132,6
U0325,B0233,2.3562,7
U0325,B0228,2.0048,8
U0325,B0012,1.926,9
U0325,B0118,1.8913,10
U0488,B0230,7.5497,1
U0488,B0154,5.4998,2
U0488,B0238,4.7381,3
U0488,B0099,4.0648,4
U0488,B0004,3.5408,5
U0488,B0013,3.5408,6
U0488,B0074,3.5408,7
U0488,B0211,3.5408,8
U0488,B0132,3.3408,9
U0488,B0019,2.1245,10
U0163,B0017,2.7081,1
U0163,B0240,1.8054,2
U0163,B0006,1.6249,3
U0163,B0032,1.6013,4
U0163,B0136,1.6013,5
U0163,B0214,1.5595,6
U0163,B0146,1.49,7
U0163,B0064,1.466,8
U0163,B0228,1.2689,9
U0163,B0004,1.2403,10
U0378,B0106,9.7039,1
U0378,B0094,7.1058,2
U0378,B0165,4.22,3
U0378,B0027,3.9055,4
U0378,B0280,3.9055,5
U0378,B0253,3.6989,6
U0378,B0031,3.6171,7
U0378,B0067,3.1216,8
U0378,B0136,2.8793,9
U0378,B0230,2.8793,10
U0161,B0188,2.5725,1
U0161,B0068,1.8974,2
U0161,B0180,1.2377,3
U0161,B0023,1.0314,4
U0161,B0173,1.0314,5
U0161,B0086,0.9487,6
U0161,B0211,0.9487,7
U0161,B0229,0.9487,8
U0161,B0237,0.9487,9
U0161,B0242,0.9487,10
U0264,B0145,3.2221,1
U0264,B0069,2.2609,2
U0264,B0166,1.8885,3
U0264,B0288,1.8885,4
U0264,B0006,1.8245,5
U0264,B0071,1.8245,6
U0264,B0153,1.6175,7
U0264,B0003,1.4386,8
U0264,B0102,1.4386,9
U0264,B0267,1.4386,10
U0189,B0190,2.9404,1
U0189,B0262,2.7495,2
U0189,B0239,2.7356,3
U0189,B0291,2.4002,4
U0189,B0064,1.9683,5
U0189,B0233,1.8973,6
U0189,B0062,1.8405,7
U0189,B0240,1.6372,8
U0189,B0199,1.5801,9
U0189,B0004,1.3522,10
U0039,B0030,2.921,1
U0039,B0084,2.2162,2
U0039,B0163,1.857,3
U0039,B0129,1.857,4
U0039,B0058,1.7812,5
U0039,B0171,1.7812,6
U0039,B0180,1.7812,7
U0039,B0194,1.7812,8
U0039,B0237,1.7812,9
U0039,B0251,1.7812,10
U0025,B0253,3.3551,1
U0025,B0030,2.921,2
U0025,B0064,2.7802,3
U0025,B0254,2.7802,4
U0025,B0057,2.6958,5
U0025,B0033,2.2822,6
U0025,B0145,2.2822,7
U0025,B0235,1.7376,8
U0025,B0050,1.6175,9
U0025,B0158,1.6175,10
U0336,B0200,3.2974,1
U0336,B0128,2.4333,2
U0336,B0281,1.7561,3
U0336,B0196,1.6222,4
U0336,B0101,1.2769,5
U0336,B0155,1.2544,6
U0336,B0020,1.0142,7
U0336,B0110,1.0142,8
U0336,B0212,1.0142,9
U0336,B0053,0.7661,10
U0453,B0084,2.1799,1
U0453,B0238,1.8307,2
U0453,B0044,1.736,3
U0453,B0298,1.7226,4
U0453,B0204,1.6828,5
U0453,B0059,1.536,6
U0453,B0285,1.2763,7
U0453,B0018,1.1916,8
U0453,B0132,1.1916,9
U0453,B0124,1.1782,10
U0428,B0014,1.5639,1
U0428,B0020,1.5639,2
U0428,B0039,1.5639,3
U0428,B0146,1.5639,4
U0428,B0184,1.5639,5
U0428,B0277,1.5639,6
U0428,B0298,1.5639,7
U0428,B0273,1.4142,8
U0428,B0042,1.3016,9
U0428,B0044,1.3016,10
U0218,B0038,4.4754,1
U0218,B0031,3.8031,2
U0218,B0094,3.552,3
U0218,B0032,2.6867,4
U0218,B0236,2.5355,5
U0218,B0106,2.3387,6
U0218,B0039,2.0482,7
U0218,B0266,2.0412,8
U0218,B0136,1.8204,9
U0218,B0276,1.7761,10
U0092,B0252,2.4995,1
U0092,B0286,2.2696,2
U0092,B0183,1.6799,3
U0092,B0198,1.5637,4
U0092,B0179,1.5481,5
U0092,B0056,1.3404,6
U0092,B0268,1.2902,7
U0092,B0280,1.2902,8
U0092,B0265,1.2498,9
U0092,B0059,1.193,10
U0204,B0134,3.6103,1
U0204,B0191,3.1303,2
U0204,B0169,2.8793,3
U0204,B0289,2.863,4
U0204,B0147,2.7499,5
U0204,B0047,2.5446,6
U0204,B0101,2.5446,7
U0204,B0094,1.7995,8
U0204,B0106,1.7995,9
U0204,B0136,1.7995,10
U0094,B0071,2.8677,1
U0094,B0230,2.4,2
U0094,B0021,1.7206,3
U0094,B0210,1.7206,4
U0094,B0218,1.6641,5
U0094,B0057,1.6175,6
U0094,B0098,1.6175,7
U0094,B0079,1.1471,8
U0094,B0213,1.1471,9
U0094,B0050,0.9705,10
U0180,B0060,3.6288,1
U0180,B0063,1.5972,2
U0180,B0134,1.5333,3
U0180,B0228,1.5333,4
U0180,B0264,1.4863,5
U0180,B0240,1.3045,6
U0180,B0072,1.3045,7
U0180,B0079,1.2854,8
U0180,B0118,1.1653,9
U0180,B0120,1.1653,10
U0172,B0032,5.4388,1
U0172,B0247,3.4044,2
U0172,B0282,2.9111,3
U0172,B0136,2.8666,4
U0172,B0185,2.3518,5
U0172,B0238,2.3289,6
U0172,B0285,2.0592,7
U0172,B0094,1.6641,8
U0172,B0120,1.4556,9
U0172,B0154,1.4556,10
U0404,B0248,4.5155,1
U0404,B0068,2.4333,2
U0404,B0021,1.9462,3
U0404,B0116,1.9462,4
U0404,B0119,1.9462,5
U0404,B0188,1.9462,6
U0404,B0094,1.8257,7
U0404,B0273,1.6933,8
U0404,B0038,1.4606,9
U0404,B0008,1.1677,10
U0149,B0032,4.1944,1
U0149,B0230,3.6147,2
U0149,B0054,2.8449,3
U0149,B0243,2.5497,4
U0149,B0142,2.0138,5
U0149,B0080,1.9917,6
U0149,B0147,1.9917,7
U0149,B0132,1.8478,8
U0149,B0031,1.7046,9
U0149,B0064,1.5298,10
U0083,B0169,9.7812,1
U0083,B0032,5.2063,2
U0083,B0123,4.7227,3
U0083,B0031,3.0513,4
U0083,B0073,2.8057,5
U0083,B0251,2.8057,6
U0083,B0230,2.6452,7
U0083,B0262,2.6452,8
U0083,B0027,2.5222,9
U0083,B0247,2.4733,10
U0323,B0043,2.0685,1
U0323,B0055,1.6838,2
U0323,B0030,1.5936,3
U0323,B0072,1.5487,4
U0323,B0244,1.5487,5
U0323,B0155,1.323,6
U0323,B0100,1.2075,7
U0323,B0082,1.1516,8
U0323,B0101,1.1146,9
U0323,B0213,1.1072,10
U0193,B0031,2.8639,1
U0193,B0233,2.1213,2
U0193,B0139,1.8798,3
U0193,B0067,1.5608,4
U0193,B0169,1.5608,5
U0193,B0276,1.3179,6
U0193,B0040,1.3007,7
U0193,B0211,1.1043,8
U0193,B0205,0.9366,9
U0193,B0094,0.7804,10
U0222,B0261,2.4333,1
